Row;Previous Coordinates;Current Coordinates;Target Road;Detected Road;Result;City
255;"38.237227,21.744713";"38.237231,21.744885";Καλαβρύτων;Καλαβρύτων;PASS;Patras
256;"38.233535,21.72523";"38.233523,21.725401";Σουνίου;Μαιζώνος;FAIL;Patras
257;"38.248377,21.734379";"38.248472,21.7345";Αγίου Νικολάου;Κολοκοτρώνη;FAIL;Patras
258;"38.235495,21.7285";"38.235361,21.728482";Κορυτσάς;Κορυτσάς;PASS;Patras
259;"38.250838,21.742887";"38.25074,21.742769";Μανιακίου;Μανιακίου;PASS;Patras
260;"38.230607,21.728657";"38.230742,21.728672";Καραμανδάνη;Καραμανδάνη;PASS;Patras
261;"38.242114,21.731618";"38.242019,21.731495";Τριών Ναυάρχων;Τριών Ναυάρχων;PASS;Patras
262;"38.255045,21.747414";"38.254927,21.74733";Κλ1;ΚΛ1;PASS;Patras
263;"38.235151,21.751494";"38.23504,21.751591";Υπατίας;Υπατίας;PASS;Patras
264;"38.238964,21.747486";"38.239028,21.747334";Ευπαλάμου;Ευπαλάμου;PASS;Patras
265;"38.256233,21.742459";"38.25619,21.742622";Κωνσταντινουπόλεως;Κωνσταντινουπόλεως;PASS;Patras
266;"38.25036,21.738029";"38.250458,21.73791";Αγίου Ανδρέου;Αγίου Ανδρέου;PASS;Patras
267;"38.241768,21.728738";"38.241673,21.728615";Παπαφλέσσα;Παπαφλέσσα;PASS;Patras
268;"38.235092,21.734336";"38.235108,21.734507";Βύρωνος;Βύρωνος;PASS;Patras
269;"38.243562,21.731914";"38.243659,21.731794";Μαιζώνος;Μαιζώνος;PASS;Patras
270;"38.246436,21.731056";"38.246318,21.73114";Γαλαξειδίου;Γαλαξειδίου;PASS;Patras
271;"38.239446,21.746885";"38.239564,21.746966";12ου Συντάγματος;12ου Συντάγματος;PASS;Patras
272;"38.249352,21.734843";"38.24926,21.734718";Ερμού;Ερμού;PASS;Patras
273;"38.241565,21.747063";"38.241699,21.747056";Παυλόπουλου;Π. Παυλόπουλου;PASS;Patras
274;"38.229162,21.737725";"38.229229,21.737576";Ευβοίας;Εύβοιας;PASS;Patras
275;"38.25488,21.737589";"38.254756,21.737519";Νόρμαν;Νόρμαν;PASS;Patras
276;"38.241728,21.73479";"38.241625,21.734679";Υψηλών Αλωνιών;Μιαούλη;FAIL;Patras
277;"38.239572,21.74793";"38.239635,21.747778";Ευπαλάμου;Ομήρου;FAIL;Patras
278;"38.239604,21.728303";"38.239624,21.728133";Μαιζώνος;Μαιζώνος;PASS;Patras
279;"38.238921,21.72843";"38.239054,21.728456";Γεωργ Ολυμπίου;Γεωργίου Ολυμπίου;PASS;Patras
280;"38.251509,21.742537";"38.251603,21.74266";Άστιγγος;Άστιγγος;PASS;Patras
281;"38.2422,21.73053";"38.242295,21.730652";Τριών Ναυάρχων;Τριών Ναυάρχων;PASS;Patras
282;"38.238805,21.750453";"38.238723,21.750589";Μαραγκοπούλου;Μαραγκόπουλου;PASS;Patras
283;"38.24828,21.741749";"38.248186,21.741625";Ζαιμη;Ζαΐμη;PASS;Patras
284;"38.243092,21.728108";"38.243,21.728234";Ρήγα Φεραίου;Ρήγα Φεραίου;PASS;Patras
285;"38.243084,21.730421";"38.242989,21.730299";Τριών Ναυάρχων;Τριών Ναυάρχων;PASS;Patras
286;"38.257571,21.738329";"38.25744,21.738289";Νόρμαν;UNKNOWN;FAIL;Patras
287;"38.259573,21.743863";"38.25953,21.744026";Πάφου;Πάφου;PASS;Patras
288;"38.242972,21.747058";"38.243107,21.74706";Φολόης;Φολόης;PASS;Patras
289;"38.23919,21.75118";"38.239311,21.751255";Ζωοδόχου Πηγής;Ζωοδόχου Πηγής;PASS;Patras
290;"38.237039,21.743541";"38.236904,21.743531";Φώκαιας;Φωκαίας;PASS;Patras
291;"38.242647,21.750493";"38.242635,21.750322";Π Παυλοπούλου;Π. Παυλόπουλου;PASS;Patras
292;"38.25144,21.738539";"38.251533,21.738664";Κωνσταντίνου Γκώτση;Γκότση;PASS;Patras
293;"38.238718,21.752779";"38.238651,21.752929";Μαραγκοπούλου;Μαραγκόπουλου;PASS;Patras
294;"38.238482,21.732115";"38.238616,21.73214";Γεωργ Ολυμπίου;Γεωργίου Ολυμπίου;PASS;Patras
295;"38.253327,21.741122";"38.253459,21.741158";Φαβιέρου;Φαβιέρου;PASS;Patras
296;"38.236431,21.732792";"38.236297,21.73281";Λύκωνος;Λύκωνος;PASS;Patras
297;"38.238211,21.727657";"38.238191,21.727826";Κορίνθου;Κορίνθου;PASS;Patras
298;"38.248596,21.739128";"38.2485,21.739249";Κανακάρη;Κανακάρη;PASS;Patras
299;"38.233439,21.729355";"38.233573,21.729363";Δημ Μαξίμου;Δημ. Μαξίμου;PASS;Patras
300;"38.243289,21.749842";"38.243266,21.750011";Πάροδος ΔΒ 5;Αρόης;FAIL;Patras
301;"38.236636,21.74865";"38.236738,21.748762";Λοχαγού Μενούνου;Λοχαγού Μενούνου;PASS;Patras
302;"38.241782,21.752174";"38.241816,21.752341";Μητροπολίτη Βαρνάβα;Στρατηγού Κ. Κωνσταντινόπουλου;FAIL;Patras
303;"38.242727,21.74423";"38.242763,21.744396";Αγράφων;Αγράφων;PASS;Patras
304;"38.232152,21.727553";"38.232286,21.727567";Παρνασσού;Παρνασσού;PASS;Patras
305;"38.236111,21.733913";"38.236245,21.733891";Αρχιεπίσκοπου Ιεροθέου;Αρχιεπισκόπου Ιεροθέου;PASS;Patras
306;"38.238699,21.733342";"38.23868,21.733513";Παναχαικού;Παναχαϊκού;PASS;Patras
307;"38.233071,21.734566";"38.233125,21.734409";Μιχαήλ Ψελλού;Μιχαήλ Ψελλού;PASS;Patras
308;"38.242938,21.736071";"38.24288,21.735915";Δημ Γούναρη;Γούναρη;PASS;Patras
309;"38.242603,21.733472";"38.242698,21.733594";Κανάρη;Κανάρη;PASS;Patras
310;"38.255702,21.753829";"38.255653,21.753987";Λεβιδίου;Λεβιδίου;PASS;Patras
311;"38.237964,21.739982";"38.238035,21.740128";Χείλωνος Πατρέως;Χείλωνος Πατρέων;PASS;Patras
312;"38.242078,21.753738";"38.242069,21.75391";Δαφνομήλη;Ναυπάκτου;FAIL;Patras
313;"38.240962,21.738934";"38.240903,21.739088";Λόντου;Λόντου;PASS;Patras
314;"38.258067,21.742696";"38.258109,21.742533";Ελλήνος Στρατιώτου;Έλληνος Στρατιώτου;PASS;Patras
315;"38.239709,21.742133";"38.23964,21.742281";Ευνάρδου;Ευνάρδου (Νέο Τμήμα);PASS;Patras
316;"38.231905,21.727282";"38.231875,21.727115";Μαιζώνος;Μαιζώνος;PASS;Patras
317;"38.247674,21.738497";"38.247771,21.738378";Κορίνθου;Κορίνθου;PASS;Patras
318;"38.229623,21.73224";"38.229752,21.732292";Στρατού Σταμούλη;Σταμούλη Στράτου;PASS;Patras
319;"38.24437,21.734193";"38.244469,21.734076";Κορίνθου;Κορίνθου;PASS;Patras
320;"38.233508,21.740449";"38.233376,21.740487";Δορυλαίου;Δορυλαίου;PASS;Patras
321;"38.26427,21.739401";"38.264135,21.7394";Διαγόρα;Διαγόρα;PASS;Patras
322;"38.255221,21.740964";"38.255177,21.741126";Μακεδονίας;Μακεδονίας;PASS;Patras
323;"38.245046,21.747974";"38.244956,21.747846";Μίνθης;UNKNOWN;FAIL;Patras
324;"38.234618,21.749014";"38.234706,21.749144";Ιπποκράτους;Ιπποκράτους;PASS;Patras
325;"38.247186,21.739451";"38.24728,21.739574";Αράτου;Αράτου;PASS;Patras
326;"38.251158,21.738532";"38.251062,21.738653";Ρήγα Φεραίου;Ρήγα Φεραίου;PASS;Patras
327;"38.232905,21.746679";"38.233032,21.746622";Δίρφυς;Δίρφης;PASS;Patras
328;"38.255818,21.739102";"38.255779,21.739266";Ηπείρου;Ηπείρου;PASS;Patras
329;"38.247097,21.737201";"38.247,21.737321";Κανακάρη;Κανακάρη;PASS;Patras
330;"38.25142,21.743574";"38.251319,21.74346";28ης Οκτωβρίου;28ης Οκτωβρίου;PASS;Patras
331;"35.336922,25.164826";"35.337021,25.164714";Λ Ικάρου;Ικάρου;PASS;Heraklion
332;"35.340867,25.159953";"35.340736,25.159993";Μούγλων;Μουγλών;PASS;Heraklion
333;"35.328561,25.156612";"35.328569,25.156777";Παξών;Παξών;PASS;Heraklion
334;"35.330774,25.12459";"35.330678,25.124706";Νικολαίδου Στεφ.;Νικολαίδου Στεφ.;PASS;Heraklion
335;"35.338822,25.151024";"35.338691,25.150992";Λυκάστου;Λυκάστου;PASS;Heraklion
336;"35.339805,25.131427";"35.339883,25.131291";Οδός 1770;Οδός 1770;PASS;Heraklion
337;"35.342005,25.159849";"35.342037,25.16001";Πυθέως;Πυθέως;PASS;Heraklion
338;"35.341597,25.127328";"35.34155,25.127483";Στυλιανού κ Νικόλαου Γιαμαλάκη;Χάνδακος;FAIL;Heraklion
339;"35.336834,25.131214";"35.336747,25.13134";Μονοφατσίου;Μονοφατσίου;PASS;Heraklion
340;"35.342609,25.159408";"35.342478,25.159444";Κεράμου;Κεράμου;PASS;Heraklion
341;"35.33265,25.137539";"35.33278,25.137494";Αθανάσιου Διάκου;Διάκου Αθανασίου;PASS;Heraklion
342;"35.336133,25.141854";"35.335998,25.141852";Ισίδωρου;Ισίδωρου;PASS;Heraklion
343;"35.336356,25.143956";"35.336334,25.143793";Πολυβίου;Πολυβίου;PASS;Heraklion
344;"35.342273,25.151364";"35.342237,25.151205";Νάξου;UNKNOWN;FAIL;Heraklion
345;"35.336655,25.129564";"35.336531,25.12963";Τομπάζη;Τομπάζη;PASS;Heraklion
346;"35.32614,25.143292";"35.326097,25.143449";Πιτσουλάκη;Πιτσουλάκη Ν.;PASS;Heraklion
347;"35.329246,25.14171";"35.329135,25.141803";Μακεδονίας;Μακεδονίας;PASS;Heraklion
348;"35.333947,25.140937";"35.334003,25.140787";Ρόδων;Ρόδων;PASS;Heraklion
349;"35.32235,25.151249";"35.322484,25.15127";Λούη Σπ.;Λούη Σπ.;PASS;Heraklion
350;"35.326439,25.138775";"35.326561,25.138706";Μονής Πρέβελης;Μονής Πρεβέλης;PASS;Heraklion
351;"35.339111,25.153433";"35.338981,25.153476";Ξενοφώντος;Ξενοφώντος;PASS;Heraklion
352;"35.336389,25.163822";"35.336392,25.163656";Αναπαύσεως;Αναπαύσεως;PASS;Heraklion
353;"35.333546,25.151142";"35.333675,25.151092";Μονής Στροβιλαίας;Στροβιλαίας Μονής;PASS;Heraklion
354;"35.336935,25.135307";"35.337055,25.135233";Ρούσου Χούρδου;Ρούσου Χούρδου;PASS;Heraklion
355;"35.328412,25.148694";"35.328277,25.148687";Σίβα;Σίβα;PASS;Heraklion
356;"35.332661,25.145487";"35.332527,25.145468";Γερωνυμάκη;Γερονυμάκη;PASS;Heraklion
357;"35.333418,25.142265";"35.333322,25.142382";Μονής Γουβερνέτου;Μονής Γουβερνέτου;PASS;Heraklion
358;"35.326496,25.136361";"35.32646,25.13652";Μήνα Γεωργιάδου;Γεωργιάδου Μηνά;PASS;Heraklion
359;"35.328699,25.13796";"35.328833,25.137976";Χρυσοστόμου Σμύρνης;Χρυσοστόμου Σμύρνης;PASS;Heraklion
360;"35.336247,25.162559";"35.336113,25.162576";Αναγεννήσεως;Αναγεννήσεως;PASS;Heraklion
361;"35.322276,25.150673";"35.322155,25.1506";Ιώνος;Πικροδάφνης;FAIL;Heraklion
362;"35.335016,25.164855";"35.33489,25.164796";Ορακίων;UNKNOWN;FAIL;Heraklion
363;"35.331905,25.154621";"35.332032,25.154565";Ειρήνης Αθηναίας;Μέλισσας;FAIL;Heraklion
364;"35.339187,25.157628";"35.339318,25.157587";Μούγλων;Μουγλών;PASS;Heraklion
365;"35.338322,25.158617";"35.33819,25.158655";Δημοκρατίας;Δημοκρατίας;PASS;Heraklion
366;"35.335039,25.142808";"35.335173,25.142828";Πολυβίου;Πολυβίου;PASS;Heraklion
367;"35.332104,25.132545";"35.332201,25.13266";Παπανδρέου Ανδρ.;Παπανδρέου Ανδρ.;PASS;Heraklion
368;"35.332587,25.127199";"35.332668,25.127331";Ισμήνης;Θενών;FAIL;Heraklion
369;"35.333841,25.130459";"35.333903,25.130312";Ρωμανού;Ρωμανού Γεωρ.;PASS;Heraklion
370;"35.331198,25.150192";"35.331328,25.150235";Φιλικής Εταιρίας;Φιλικής Εταιρείας;PASS;Heraklion
371;"35.333274,25.146206";"35.333276,25.146041";Μεγ Κωνσταντίνου;Μεγάλου Κωνσταντίνου;PASS;Heraklion
372;"35.340437,25.151188";"35.340514,25.151052";Λιλής Ζωγράφου;Ζωγράφου Λιλής;PASS;Heraklion
373;"35.326432,25.135033";"35.326563,25.135072";Κρήνης;Κρήνης;PASS;Heraklion
374;"35.334454,25.159835";"35.334584,25.159791";Αναγεννήσεως;Αναγεννήσεως;PASS;Heraklion
375;"35.320389,25.144154";"35.320447,25.144303";Παρ Κνωσσού;Ιδαία 1η Πάροδος;FAIL;Heraklion
376;"35.33191,25.127066";"35.33204,25.127021";Κονδυλάκη;Κονδυλάκη Ιωάν.;PASS;Heraklion
377;"35.337213,25.158928";"35.337344,25.158885";Αγίου Τρύφωνος;Αγίου Τρύφωνος;PASS;Heraklion
378;"35.335722,25.137618";"35.335855,25.137588";Λ Δημοκρατίας;Τριφύτσου Αντ.;FAIL;Heraklion
379;"35.329015,25.14952";"35.328947,25.149663";Αγίας Φιλοθέης;Αγίας Φιλοθέης;PASS;Heraklion
380;"35.328918,25.137882";"35.328784,25.137862";Λεωφ Κνωσού;Μαργουνίου Μαξίμου;FAIL;Heraklion
381;"35.342888,25.153032";"35.342828,25.152884";Νάξου;UNKNOWN;FAIL;Heraklion
382;"35.339147,25.121665";"35.339262,25.121751";Τυρταίου;Τυρταίου;PASS;Heraklion
383;"35.337472,25.142414";"35.337339,25.142438";Ίμβρου;Ίμβρου;PASS;Heraklion
384;"35.338286,25.155691";"35.338412,25.155631";Εμμανουήλ Κωνσταντινίδη;Εμμανουήλ Κωνσταντινίδη;PASS;Heraklion
385;"35.331603,25.132826";"35.331696,25.132707";Γεωργιάδου Γεωρ.;Γεωργιάδου Γεωρ.;PASS;Heraklion
386;"35.322335,25.134036";"35.322469,25.134059";Μπετεινάκη;Βρυούλων;FAIL;Heraklion
387;"35.335362,25.148755";"35.335232,25.148715";Κατρέ;Ξάνθου Εμμ.;FAIL;Heraklion
388;"35.336582,25.140052";"35.336706,25.139987";Μπουρλότου Στ.;Μπουρλότου Στ.;PASS;Heraklion
389;"35.330298,25.150034";"35.330224,25.150173";Αγίας Φιλοθέης;Αγίας Φιλοθέης;PASS;Heraklion
390;"35.334012,25.131467";"35.334021,25.131302";Γιαννίκου;Γιαννίκου;PASS;Heraklion
391;"39.638653,22.405762";"39.638558,22.405638";Ταμπάρα;Αχιλλέα Ταμπάρα;PASS;Larissa
392;"39.635771,22.403332";"39.635668,22.403446";Άγνωστου Στρατιώτη;Αγνώστου Στρατιώτη;PASS;Larissa
393;"39.641599,22.408288";"39.641734,22.408288";Ηρακλείδου;Ηρακλείδου;PASS;Larissa
394;"39.638734,22.431705";"39.638868,22.431686";Κάλβου;Ανδρέα Κάλβου;PASS;Larissa
395;"39.622426,22.418597";"39.622397,22.418426";Ακρίτα Διγενή;Διγενή Ακρίτα;PASS;Larissa
396;"39.633898,22.413178";"39.633763,22.413179";Αγίου Νικολάου;Αγίου Νικολάου;PASS;Larissa
397;"39.635857,22.431716";"39.635985,22.431772";Κουτσινά;Κούτσινα;PASS;Larissa
398;"39.625771,22.435692";"39.625847,22.435547";Παστέρ;Παστέρ;PASS;Larissa
399;"39.624551,22.408012";"39.624679,22.408069";Λευκοθέας;Λευκοθέας;PASS;Larissa
400;"39.648463,22.433596";"39.648343,22.433675";Εκάβης;Γοργία;FAIL;Larissa
401;"39.62182,22.408699";"39.621893,22.408552";Καρδίτσης;Καρδίτσης;PASS;Larissa
402;"39.635622,22.426286";"39.635549,22.426434";Γεωργ Σεφέρη;Γεωργίου Σεφέρη;PASS;Larissa
403;"39.642965,22.407634";"39.6431,22.407636";Δημόκριτου;Δημοκρίτου;PASS;Larissa
404;"39.640391,22.412944";"39.640491,22.412825";Κενταύρων;UNKNOWN;FAIL;Larissa
405;"39.643653,22.406614";"39.643518,22.406624";Αγαθίου;Αγαθίου;PASS;Larissa
406;"39.635989,22.407171";"39.636,22.406996";Πρασίδου;Πρασίδου;PASS;Larissa
407;"39.633578,22.41439";"39.63361,22.41456";Παπαναστασίου;Αλέξανδρου Παπαναστασίου;PASS;Larissa
408;"39.637206,22.420105";"39.637209,22.41993";Παναγούλη;Αλεξάνδρου Παναγούλη;PASS;Larissa
409;"39.634431,22.419371";"39.634467,22.41954";Ιάσονος;Ιάσονος;PASS;Larissa
410;"39.632727,22.442241";"39.632862,22.442241";Καστελλίου;Καστελλίου;PASS;Larissa
411;"39.625315,22.436506";"39.625396,22.436365";Καλαμά;Καλαμά;PASS;Larissa
412;"39.638292,22.422925";"39.638159,22.422896";23ης Οκτωβρίου;23ης Οκτωβρίου;PASS;Larissa
413;"39.635969,22.437818";"39.635902,22.43797";Στρατονίκειας;Στρατονικείας;PASS;Larissa
414;"39.633647,22.415736";"39.63365,22.415911";Μαρκ Μπότσαρη;Μάρκου Μπότσαρη;PASS;Larissa
415;"39.628435,22.432983";"39.628561,22.433043";Δροσιάς;Δροσιάς;PASS;Larissa
416;"39.638675,22.403308";"39.638703,22.403137";Λεκατσά;Λεκατσά;PASS;Larissa
417;"39.629706,22.410909";"39.629834,22.410965";Μυτιλήνης;Μυτιλήνης;PASS;Larissa
418;"39.632253,22.424631";"39.632205,22.424467";Ανδρέα Μιαούλη;Ανδρέα Μιαούλη;PASS;Larissa
419;"39.638666,22.411696";"39.638801,22.411692";Πηνειού;Πηνειού;PASS;Larissa
420;"39.634579,22.413175";"39.634444,22.413175";Μανδηλαρά;Νικηφόρου Μανδηλαρά;PASS;Larissa
421;"39.641544,22.434825";"39.641674,22.434871";Αγιάς;Αγιάς;PASS;Larissa
422;"39.641685,22.405363";"39.641553,22.405327";Δημ Γληνού;Γληνού;PASS;Larissa
423;"39.633419,22.410167";"39.633422,22.409992";Λεωνίδου;Λεωνίδου;PASS;Larissa
424;"39.649925,22.41309";"39.649809,22.413178";Κισσάβου;Κισσάβου;PASS;Larissa
425;"39.64173,22.424201";"39.641745,22.424027";Αγίας Μαρίνης;31ης Αυγούστου;FAIL;Larissa
426;"39.643697,22.41006";"39.643705,22.409885";Σαμαρίνας;Σαμαρίνης;PASS;Larissa
427;"39.631484,22.436838";"39.631463,22.436665";Ζήλου;UNKNOWN;FAIL;Larissa
428;"39.640056,22.421988";"39.639981,22.422134";Αγίας Μαρίνης;Αγίας Μαρίνας;PASS;Larissa
429;"39.628605,22.439668";"39.628728,22.43974";Ζήλου;Πολυξένης Ζήλου;PASS;Larissa
430;"39.621604,22.410191";"39.621677,22.410044";Ζωσιμάδων;Ζωσιμάδων;PASS;Larissa
431;"39.650639,22.433232";"39.650517,22.433157";Ομήρου;Ομήρου;PASS;Larissa
432;"39.63613,22.430745";"39.636262,22.430783";Κουτσινά;Κούτσινα;PASS;Larissa
433;"39.6472,22.410954";"39.647268,22.411106";Σπύρου Καλοδίκη;Σπύρου Καλοδίκη;PASS;Larissa
434;"39.635291,22.428287";"39.635358,22.428135";Γεωρ Σεφέρη;Γεωργίου Σεφέρη;PASS;Larissa
435;"39.638037,22.433523";"39.637906,22.433482";Χατζηαποστόλου;UNKNOWN;FAIL;Larissa
436;"39.621417,22.419493";"39.621452,22.419662";Φαρσάλων;UNKNOWN;FAIL;Larissa
437;"39.631785,22.423379";"39.631827,22.423545";Βουτσιλά;Βουτσιλά;PASS;Larissa
438;"39.630243,22.430012";"39.630317,22.430158";Αγρινίου;Αγρινίου;PASS;Larissa
439;"39.627254,22.419728";"39.627389,22.419725";Άρτης;Άρτης;PASS;Larissa
440;"39.646003,22.405214";"39.646089,22.405349";Χρηστομάνου;Χρηστομάνου;PASS;Larissa
441;"39.647078,22.410153";"39.647213,22.410162";Αναξαγόρα;Αναξαγόρα;PASS;Larissa
442;"39.638134,22.434699";"39.637999,22.4347";Μαλακάση;Μαλακάση;PASS;Larissa
443;"39.647742,22.434789";"39.647871,22.434738";Αφροδίτης;Αφροδίτης;PASS;Larissa
444;"39.626977,22.422062";"39.626866,22.421961";Αλεξανδρουπόλεως;Αλεξανδρουπόλεως;PASS;Larissa
445;"39.636234,22.426673";"39.636357,22.426744";Ριζόπουλου;Ριζοπούλου;PASS;Larissa
446;"39.63407,22.43751";"39.633935,22.4375";Καστελίου;Καστελλίου;PASS;Larissa
447;"39.640621,22.417863";"39.640607,22.418037";Λαπιθών;Λαπιθών;PASS;Larissa
448;"39.649524,22.409459";"39.649404,22.409539";Αγλαονίκης;Αγλαονίκης;PASS;Larissa
449;"39.647761,22.41168";"39.647879,22.411594";Σπύρου Καλοδίκη;UNKNOWN;FAIL;Larissa
450;"39.633516,22.403153";"39.63352,22.403328";Αγνώστου Στρατιώτη;Αγνώστου Στρατιώτη;PASS;Larissa
451;"39.373795,22.944077";"39.373733,22.943922";Βουλγαροκτόνου;Βουλγαροκτόνου;PASS;Volos
452;"39.375868,22.942026";"39.375984,22.942115";Παρασκευοπούλου;Παρασκευοπούλου;PASS;Volos
453;"39.362785,22.951319";"39.362675,22.951218";Ανθίμου Γαζή;Ανθίμου Γαζή;PASS;Volos
454;"39.363605,22.923755";"39.363674,22.923905";Αναγνωστοπούλου;Αναγνωστόπουλου;PASS;Volos
455;"39.364002,22.938442";"39.363933,22.938291";Παπαδιαμάντη;Παπαδιαμάντη;PASS;Volos
456;"39.375825,22.951315";"39.375946,22.951239";Ζάχου;Αριστείδου Ζάχου;PASS;Volos
457;"39.371231,22.934307";"39.371298,22.934458";Αποστόλου Βολίδη;Αποστόλου Βολίδη;PASS;Volos
458;"39.35898,22.962535";"39.359113,22.962504";Αγ.Δημητρίου;Αγ.Δημητρίου;PASS;Volos
459;"39.36154,22.948609";"39.361621,22.94847";Τοπάλη;Τοπάλη;PASS;Volos
460;"39.361857,22.929282";"39.361977,22.929364";Νοταρά;Νοταρά;PASS;Volos
461;"39.362866,22.957222";"39.362947,22.957082";Ι. Καρτάλη;Ι. Καρτάλη;PASS;Volos
462;"39.375263,22.929898";"39.375196,22.929747";Φιλαδέλφειας;Φιλαδέλφειας;PASS;Volos
463;"39.359057,22.965152";"39.359176,22.965068";Ηφαίστου;Ηφαίστου;PASS;Volos
464;"39.375793,22.955281";"39.375904,22.95518";Αρ Ζάχου;UNKNOWN;FAIL;Volos
465;"39.370437,22.959079";"39.370356,22.95894";Μπασδέκη;Μπασδέκη;PASS;Volos
466;"39.369301,22.924323";"39.369221,22.924183";Οικονόμου;Οικονόμου;PASS;Volos
467;"39.362614,22.932618";"39.362681,22.93277";Λαχανά;Λαχανά;PASS;Volos
468;"39.370822,22.923156";"39.370795,22.923327";Σύρου;Σύρου;PASS;Volos
469;"39.357233,22.957526";"39.357347,22.957618";Γαλλίας;Γαλλίας;PASS;Volos
470;"39.369483,22.930124";"39.369456,22.930295";Οικονόμου;Οικονόμου;PASS;Volos
471;"39.368907,22.939792";"39.368842,22.93964";Αριστοτέλους;Αριστοτέλους;PASS;Volos
472;"39.364286,22.946161";"39.364402,22.946248";Ανθίμου Γαζή;Ανθίμου Γαζή;PASS;Volos
473;"39.363113,22.93329";"39.363236,22.933219";Δοιράνης;UNKNOWN;FAIL;Volos
474;"39.346903,22.926027";"39.346917,22.9262";Παρμενίδου;Παρμενίδου;PASS;Volos
475;"39.36505,22.964926";"39.364916,22.96491";Έλλης Λαμπέτη;Έλλης Λαμπέτη;PASS;Volos
476;"39.369357,22.924878";"39.369264,22.924753";Οικονόμου;Οικονόμου;PASS;Volos
477;"39.365552,22.936995";"39.365679,22.936935";Γάτσου;Ν. Γάτσου;PASS;Volos
478;"39.371028,22.941132";"39.370967,22.940976";Ρήγα Φεραίου;Ρήγα Φεραίου;PASS;Volos
479;"39.369169,22.952793";"39.369174,22.952622";Κουταρέλια;Κουταρέλια;PASS;Volos
480;"39.370254,22.933783";"39.370136,22.933868";Καραμπατζάκη;Αριστείδου;FAIL;Volos
481;"39.367803,22.943359";"39.367913,22.943462";Ρήγα Φεραίου;Ρήγα Φεραίου;PASS;Volos
482;"39.363132,22.927559";"39.363197,22.927406";Χατζημιχάλη;Χατζημιχάλη;PASS;Volos
483;"39.371651,22.960052";"39.371784,22.960024";Κρήτης;Κρήτης;PASS;Volos
484;"39.359252,22.965518";"39.359385,22.96549";Ηφαίστου;Ηφαίστου;PASS;Volos
485;"39.354122,22.959913";"39.354209,22.960046";Πολυμέρη;Πολυμέρη;PASS;Volos
486;"39.370651,22.945375";"39.370758,22.945481";Αχιλλόπουλου;Αχιλλοπούλου;PASS;Volos
487;"39.376444,22.937919";"39.376566,22.937843";Τραλλέων;Τραλλέων;PASS;Volos
488;"39.363938,22.952366";"39.363828,22.952266";Ρήγα Φεραίου;Ρήγα Φεραίου;PASS;Volos
489;"39.352225,22.959236";"39.352311,22.959371";Τσοποτού;Τσοποτού;PASS;Volos
490;"39.347094,22.925752";"39.347229,22.925742";Κερύνειας;Κερύνειας;PASS;Volos
491;"39.374071,22.924807";"39.373943,22.924864";Ιασωνίδη;Ιασωνίδου;PASS;Volos
492;"39.357917,22.954087";"39.358031,22.954181";28ης Οκτωβρίου;28ης Οκτωβρίου;PASS;Volos
493;"39.37254,22.937946";"39.372673,22.937918";Δημόπουλου;Αλ. Δημόπουλου;PASS;Volos
494;"39.367579,22.936706";"39.367513,22.936553";Θρακών;Θρακών;PASS;Volos
495;"39.358636,22.955425";"39.35852,22.955335";28ης Οκτωβρίου;28ης Οκτωβρίου;PASS;Volos
496;"39.37178,22.959343";"39.371669,22.959441";Τέντζερη;ΓΙάννη Τέντζερη;PASS;Volos
497;"39.362774,22.950563";"39.362883,22.950664";Κωνσταντά;Κωνσταντά;PASS;Volos
498;"39.372262,22.945977";"39.372382,22.945898";Σολωμού;Διονυσίου Σολωμού;PASS;Volos
499;"39.3705,22.963445";"39.370394,22.963337";Θεοφάνους Κρητός;Θεοφάνους Κρητός;PASS;Volos
500;"39.364293,22.928405";"39.364361,22.928254";Χατζημιχάλη;Χατζημιχάλη;PASS;Volos
