Row;City;TargetRoad;TargetHighway;DetectedRoad;DetectedHighway;Result;DistanceMeters;Bearing;Note
361;Heraklion;Ιώνος;residential;Πικροδάφνης;residential;FAIL;82.6;205.5;
362;Heraklion;Ορακίων;UNKNOWN;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
363;Heraklion;Ειρήνης Αθηναίας;UNKNOWN;Μέλισσας;residential;FAIL;62.8;338.0;
364;Heraklion;Μούγλων;residential;Μουγλών;residential;PASS;59.5;345.6;
365;Heraklion;Δημοκρατίας;residential;Δημοκρατίας;residential;PASS;37.6;167.8;
366;Heraklion;Πολυβίου;living_street;Πολυβίου;living_street;PASS;30.6;7.5;
367;Heraklion;Παπανδρέου Ανδρ.;tertiary;Παπανδρέου Ανδρ.;tertiary;PASS;180.7;73.9;
368;Heraklion;Ισμήνης;residential;Θενών;residential;FAIL;43.0;52.9;
369;Heraklion;Ρωμανού;residential;Ρωμανού Γεωρ.;residential;PASS;64.8;325.4;
370;Heraklion;Φιλικής Εταιρίας;residential;Φιλικής Εταιρείας;residential;PASS;74.9;15.0;
371;Heraklion;Μεγ Κωνσταντίνου;residential;Μεγάλου Κωνσταντίνου;residential;PASS;42.8;270.9;
372;Heraklion;Λιλής Ζωγράφου;residential;Ζωγράφου Λιλής;residential;PASS;40.8;313.7;
373;Heraklion;Κρήνης;residential;Κρήνης;residential;PASS;39.7;13.9;
374;Heraklion;Αναγεννήσεως;residential;Αναγεννήσεως;residential;PASS;53.0;344.4;
375;Heraklion;Παρ Κνωσσού;primary;Ιδαία 1η Πάροδος;residential;FAIL;46.6;66.1;
376;Heraklion;Κονδυλάκη;tertiary;Κονδυλάκη Ιωάν.;residential;PASS;41.9;344.5;
377;Heraklion;Αγίου Τρύφωνος;residential;Αγίου Τρύφωνος;residential;PASS;41.3;346.3;
378;Heraklion;Λ Δημοκρατίας;secondary;Τριφύτσου Αντ.;residential;FAIL;93.4;265.4;
379;Heraklion;Αγίας Φιλοθέης;residential;Αγίας Φιλοθέης;residential;PASS;46.4;120.2;
380;Heraklion;Λεωφ Κνωσού;secondary;Μαργουνίου Μαξίμου;residential;FAIL;25.7;161.4;
381;Heraklion;Νάξου;UNKNOWN;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
382;Heraklion;Τυρταίου;residential;Τυρταίου;residential;PASS;50.9;31.2;
383;Heraklion;Ίμβρου;secondary;Ίμβρου;secondary;PASS;76.6;170.3;
384;Heraklion;Εμμανουήλ Κωνσταντινίδη;residential;Εμμανουήλ Κωνσταντινίδη;residential;PASS;41.8;340.3;
385;Heraklion;Γεωργιάδου Γεωρ.;tertiary;Γεωργιάδου Γεωρ.;tertiary;PASS;42.2;313.9;
386;Heraklion;Μπετεινάκη;residential;Βρυούλων;residential;FAIL;95.9;341.8;
387;Heraklion;Κατρέ;UNKNOWN;Ξάνθου Εμμ.;residential;FAIL;187.6;184.7;
388;Heraklion;Μπουρλότου Στ.;residential;Μπουρλότου Στ.;residential;PASS;56.7;297.2;
389;Heraklion;Αγίας Φιλοθέης;residential;Αγίας Φιλοθέης;residential;PASS;84.8;123.2;
390;Heraklion;Γιαννίκου;residential;Γιαννίκου;residential;PASS;58.0;271.0;
391;Larissa;Ταμπάρα;residential;Αχιλλέα Ταμπάρα;residential;PASS;42.4;229.8;
392;Larissa;Άγνωστου Στρατιώτη;residential;Αγνώστου Στρατιώτη;residential;PASS;173.2;138.3;
393;Larissa;Ηρακλείδου;residential;Ηρακλείδου;residential;PASS;48.3;359.5;
394;Larissa;Κάλβου;residential;Ανδρέα Κάλβου;residential;PASS;57.8;353.8;
395;Larissa;Ακρίτα Διγενή;residential;Διγενή Ακρίτα;residential;PASS;45.0;257.6;
396;Larissa;Αγίου Νικολάου;residential;Αγίου Νικολάου;residential;PASS;42.5;180.1;
397;Larissa;Κουτσινά;residential;Κούτσινα;residential;PASS;118.7;4.9;
398;Larissa;Παστέρ;residential;Παστέρ;residential;PASS;56.1;306.9;
399;Larissa;Λευκοθέας;residential;Λευκοθέας;residential;PASS;55.1;17.1;
400;Larissa;Εκάβης;UNKNOWN;Γοργία;residential;FAIL;95.8;174.2;
401;Larissa;Καρδίτσης;secondary;Καρδίτσης;secondary;PASS;90.0;302.8;
402;Larissa;Γεωργ Σεφέρη;tertiary;Γεωργίου Σεφέρη;tertiary;PASS;89.5;122.7;
403;Larissa;Δημόκριτου;residential;Δημοκρίτου;residential;PASS;79.1;0.5;
404;Larissa;Κενταύρων;primary;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
405;Larissa;Αγαθίου;living_street;Αγαθίου;living_street;PASS;31.6;180.2;
406;Larissa;Πρασίδου;residential;Πρασίδου;residential;PASS;60.8;274.4;
407;Larissa;Παπαναστασίου;primary;Αλέξανδρου Παπαναστασίου;primary;PASS;54.7;93.4;
408;Larissa;Παναγούλη;secondary;Αλεξάνδρου Παναγούλη;secondary;PASS;73.6;270.8;
409;Larissa;Ιάσονος;residential;Ιάσονος;residential;PASS;47.3;74.4;
410;Larissa;Καστελλίου;residential;Καστελλίου;residential;PASS;56.6;359.8;
411;Larissa;Καλαμά;residential;Καλαμά;residential;PASS;48.8;306.8;
412;Larissa;23ης Οκτωβρίου;secondary;23ης Οκτωβρίου;secondary;PASS;50.4;190.8;
413;Larissa;Στρατονίκειας;residential;Στρατονικείας;residential;PASS;61.5;110.6;
414;Larissa;Μαρκ Μπότσαρη;residential;Μάρκου Μπότσαρη;residential;PASS;47.4;88.7;
415;Larissa;Δροσιάς;residential;Δροσιάς;residential;PASS;44.5;20.5;
416;Larissa;Λεκατσά;residential;Λεκατσά;residential;PASS;41.5;281.8;
417;Larissa;Μυτιλήνης;residential;Μυτιλήνης;residential;PASS;144.0;18.6;
418;Larissa;Ανδρέα Μιαούλη;residential;Ανδρέα Μιαούλη;residential;PASS;34.2;229.3;
419;Larissa;Πηνειού;residential;Πηνειού;residential;PASS;49.3;358.8;
420;Larissa;Μανδηλαρά;tertiary;Νικηφόρου Μανδηλαρά;tertiary;PASS;38.3;180.0;
421;Larissa;Αγιάς;secondary;Αγιάς;secondary;PASS;49.5;14.6;
422;Larissa;Δημ Γληνού;residential;Γληνού;residential;PASS;75.2;191.9;
423;Larissa;Λεωνίδου;residential;Λεωνίδου;residential;PASS;11.7;271.5;
424;Larissa;Κισσάβου;residential;Κισσάβου;residential;PASS;87.8;150.0;
425;Larissa;Αγίας Μαρίνης;residential;31ης Αυγούστου;secondary;FAIL;79.4;278.1;
426;Larissa;Σαμαρίνας;residential;Σαμαρίνης;residential;PASS;71.3;273.5;
427;Larissa;Ζήλου;primary;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
428;Larissa;Αγίας Μαρίνης;residential;Αγίας Μαρίνας;residential;PASS;41.7;123.3;
429;Larissa;Ζήλου;residential;Πολυξένης Ζήλου;residential;PASS;111.3;23.9;
430;Larissa;Ζωσιμάδων;residential;Ζωσιμάδων;residential;PASS;83.2;302.9;
431;Larissa;Ομήρου;residential;Ομήρου;residential;PASS;45.2;206.4;
432;Larissa;Κουτσινά;residential;Κούτσινα;residential;PASS;75.2;358.4;
433;Larissa;Σπύρου Καλοδίκη;residential;Σπύρου Καλοδίκη;residential;PASS;69.9;59.7;
434;Larissa;Γεωρ Σεφέρη;tertiary;Γεωργίου Σεφέρη;tertiary;PASS;71.8;299.8;
435;Larissa;Χατζηαποστόλου;residential;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
436;Larissa;Φαρσάλων;UNKNOWN;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
437;Larissa;Βουτσιλά;residential;Βουτσιλά;residential;PASS;13.7;11.8;
438;Larissa;Αγρινίου;residential;Αγρινίου;residential;PASS;68.2;56.8;
439;Larissa;Άρτης;residential;Άρτης;residential;PASS;87.3;358.9;
440;Larissa;Χρηστομάνου;residential;Χρηστομάνου;residential;PASS;116.1;28.9;
441;Larissa;Αναξαγόρα;residential;Αναξαγόρα;residential;PASS;55.0;2.0;
442;Larissa;Μαλακάση;residential;Μαλακάση;residential;PASS;57.4;139.3;
443;Larissa;Αφροδίτης;pedestrian;Αφροδίτης;pedestrian;PASS;12.4;343.3;
444;Larissa;Αλεξανδρουπόλεως;residential;Αλεξανδρουπόλεως;residential;PASS;71.9;211.6;
445;Larissa;Ριζόπουλου;residential;Ριζοπούλου;residential;PASS;97.2;23.1;
446;Larissa;Καστελίου;residential;Καστελλίου;residential;PASS;57.7;185.0;
447;Larissa;Λαπιθών;pedestrian;Λαπιθών;pedestrian;PASS;16.1;96.3;
448;Larissa;Αγλαονίκης;residential;Αγλαονίκης;residential;PASS;46.6;153.1;
449;Larissa;Σπύρου Καλοδίκη;residential;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
450;Larissa;Αγνώστου Στρατιώτη;tertiary;Αγνώστου Στρατιώτη;tertiary;PASS;46.6;88.3;
451;Volos;Βουλγαροκτόνου;residential;Βουλγαροκτόνου;residential;PASS;90.7;242.6;
452;Volos;Παρασκευοπούλου;tertiary;Παρασκευοπούλου;tertiary;PASS;76.2;27.5;
453;Volos;Ανθίμου Γαζή;tertiary;Ανθίμου Γαζή;tertiary;PASS;46.3;215.2;
454;Volos;Αναγνωστοπούλου;residential;Αναγνωστόπουλου;residential;PASS;55.3;59.5;
455;Volos;Παπαδιαμάντη;tertiary;Παπαδιαμάντη;tertiary;PASS;49.6;239.5;
456;Volos;Ζάχου;residential;Αριστείδου Ζάχου;residential;PASS;41.2;334.5;
457;Volos;Αποστόλου Βολίδη;secondary;Αποστόλου Βολίδη;secondary;PASS;1.1;63.7;
458;Volos;Αγ.Δημητρίου;secondary;Αγ.Δημητρίου;secondary;PASS;128.9;359.2;
459;Volos;Τοπάλη;residential;Τοπάλη;residential;PASS;6.4;307.3;
460;Volos;Νοταρά;residential;Νοταρά;residential;PASS;66.8;27.8;
461;Volos;Ι. Καρτάλη;residential;Ι. Καρτάλη;residential;PASS;43.1;298.3;
462;Volos;Φιλαδέλφειας;residential;Φιλαδέλφειας;residential;PASS;41.0;240.4;
463;Volos;Ηφαίστου;residential;Ηφαίστου;residential;PASS;42.1;335.7;
464;Volos;Αρ Ζάχου;residential;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
465;Volos;Μπασδέκη;residential;Μπασδέκη;residential;PASS;57.3;232.9;
466;Volos;Οικονόμου;residential;Οικονόμου;residential;PASS;22.6;233.6;
467;Volos;Λαχανά;residential;Λαχανά;residential;PASS;60.0;63.0;
468;Volos;Σύρου;residential;Σύρου;residential;PASS;8.6;101.7;
469;Volos;Γαλλίας;tertiary;Γαλλίας;tertiary;PASS;43.2;31.9;
470;Volos;Οικονόμου;residential;Οικονόμου;residential;PASS;42.9;101.9;
471;Volos;Αριστοτέλους;residential;Αριστοτέλους;residential;PASS;52.5;240.9;
472;Volos;Ανθίμου Γαζή;tertiary;Ανθίμου Γαζή;tertiary;PASS;50.0;30.3;
473;Volos;Δοιράνης;residential;UNKNOWN;UNKNOWN;FAIL;0.0;0.0;
474;Volos;Παρμενίδου;residential;Παρμενίδου;residential;PASS;70.7;82.0;
475;Volos;Έλλης Λαμπέτη;residential;Έλλης Λαμπέτη;residential;PASS;47.5;186.0;
476;Volos;Οικονόμου;residential;Οικονόμου;residential;PASS;46.8;226.1;
477;Volos;Γάτσου;tertiary;Ν. Γάτσου;tertiary;PASS;114.0;339.6;
478;Volos;Ρήγα Φεραίου;pedestrian;Ρήγα Φεραίου;pedestrian;PASS;43.3;243.1;
479;Volos;Κουταρέλια;residential;Κουταρέλια;residential;PASS;38.6;270.0;
480;Volos;Καραμπατζάκη;tertiary;Καραμπατζάκη;tertiary;PASS;106.1;151.9;
481;Volos;Ρήγα Φεραίου;pedestrian;Ρήγα Φεραίου;pedestrian;PASS;39.7;35.9;
482;Volos;Χατζημιχάλη;residential;Χατζημιχάλη;residential;PASS;93.3;300.9;
483;Volos;Κρήτης;residential;Κρήτης;residential;PASS;43.0;351.0;
484;Volos;Ηφαίστου;residential;Ηφαίστου;residential;PASS;53.3;1.6;
485;Volos;Πολυμέρη;secondary;Πολυμέρη;secondary;PASS;39.5;50.1;
486;Volos;Αχιλλόπουλου;residential;Αχιλλοπούλου;residential;PASS;37.8;37.2;
487;Volos;Τραλλέων;residential;Τραλλέων;residential;PASS;112.2;334.4;
488;Volos;Ρήγα Φεραίου;residential;Ρήγα Φεραίου;residential;PASS;42.1;215.0;
489;Volos;Τσοποτού;residential;Τσοποτού;residential;PASS;125.2;46.9;
490;Volos;Κερύνειας;residential;Κερύνειας;residential;PASS;6.9;357.1;
491;Volos;Ιασωνίδη;residential;Ιασωνίδου;residential;PASS;48.4;160.8;
492;Volos;28ης Οκτωβρίου;residential;28ης Οκτωβρίου;residential;PASS;57.5;32.4;
493;Volos;Δημόπουλου;pedestrian;Αλ. Δημόπουλου;pedestrian;PASS;7.2;350.6;
494;Volos;Θρακών;residential;Θρακών;residential;PASS;22.2;218.5;
495;Volos;28ης Οκτωβρίου;residential;28ης Οκτωβρίου;residential;PASS;41.8;211.3;
496;Volos;Τέντζερη;residential;ΓΙάννη Τέντζερη;residential;PASS;44.1;147.3;
497;Volos;Κωνσταντά;tertiary;Κωνσταντά;tertiary;PASS;46.9;35.4;
498;Volos;Σολωμού;residential;Διονυσίου Σολωμού;residential;PASS;42.6;36.9;
499;Volos;Θεοφάνους Κρητός;residential;Θεοφάνους Κρητός;residential;PASS;120.5;232.5;
500;Volos;Χατζημιχάλη;residential;Χατζημιχάλη;residential;PASS;51.2;299.9;
